supplierShopId,vitrineShopId,recommendationScore
lemon-drop-love.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3608055123
kettleandfire.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06054007746
jumelle-press.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3602086948
toesox-tavinoir.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604271413
woolx.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06115823696
shop-contagious.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606771304
shopsolesisters.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603796049
meetalleyoop.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611090047
the-u-beauty.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611812863
hh-perla.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06053046831
ffa54405-22b0-4c8a-a526-f30af15646e7,clvyn8x1617181b0y9tq8qxwu,0.3598800414
phonesoap-main.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3598739707
4134f605-4d0b-4088-b592-f1b5eb16a0fa,clvyn8x1617181b0y9tq8qxwu,0.3598812373
wildland-coffee.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603617947
thread-llc.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3607008644
the-pillowscarf.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3612599201
owala.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3615944002
deux-mains-dev.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.361423602
kobuk-leather-co.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3597910158
0456fec7-e96d-46b4-bc42-37add7272a1b,clvyn8x1617181b0y9tq8qxwu,0.3600342575
olive-ave-boutique.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604047644
shine-cosmetics-corporate.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3590993643
joydays5.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606932665
harry-josh-pro-tools.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06108075879
instyler.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3614680294
3a153969-554f-4d66-b251-8162538d330f,clvyn8x1617181b0y9tq8qxwu,0.3599164104
fine-sunglasses.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605351937
sea-no-evil.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360620435
e5341a-39.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3600026694
modernandchicboutique.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3597541141
character-tools.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06126889664
the-sweet-tooth-fairy.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3602257267
licorice-shop.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3610770117
gia-roma.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605592715
5c44bec3-c494-48c7-98d6-c45a2f9e462a,clvyn8x1617181b0y9tq8qxwu,0.3598800414
modern-piggy.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360467825
siena-and-co.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3607349136
mixhers2.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.05936538218
the-simple-olive.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604053325
hyer-goods.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3610263352
table06.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604160916
sheergear.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3613568177
simkarose.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611248476
golden-dot-lane.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605731087
coconu-staging.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3593166782
tobiq.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3599162614
bryn-nicholle.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3599164104
cool-jams-store.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604907774
kosterina-dev.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604245549
five-little-things.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604353115
bean-coffee-company.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3612176801
dudley-stephens.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06255870571
dateboxclub.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06041004765
luvmyjewelry.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606612102
scoutbags.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.361779631
sand-cloud.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3608315784
100-pure.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3608190708
d1da01.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3608000498
common-good-shop.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3614285364
wearedore.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3617171765
surelywine.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.361190262
natemiababy.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3617521658
bits-and-bows-llc.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3614865065
7am-enfant.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06116064524
twigs-vinesshoppe.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604832655
cannery-camp.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606468995
599f1353-0dc9-4748-b60d-22c309096069,clvyn8x1617181b0y9tq8qxwu,0.3599422637
shamelesssnacks.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606440119
jj-paperie-co.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604984853
nathan-home.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.0604577724
checkpup.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603258733
year-day.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611018854
el-cholos-kid.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3609082158
8e569d.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603811073
perpetual-shade.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604869583
nantucketcrisps.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605333047
novaeclothing.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611049829
cf29c4.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3614995172
getjoocier.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611531131
bio-first-us.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603955112
packd-bags.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3612824552
bella-tu-2.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3612789401
18summers.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3612399874
pedestrianproject.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604100577
click-grow.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3607588684
exauoliveoil.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606778431
ophelia-indigo.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06353088984
45ec24-2.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3601860115
uve-pro.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360490828
ae04711d-93f7-4ebe-8ef2-a3d9cf3dd37c,clvyn8x1617181b0y9tq8qxwu,0.3599027495
soren-brand.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3601083746
flowerhairtool.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611890567
fresh-fixes.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3595864193
babs-birdie.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360550162
oil-babe.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3600920757
versed-skin.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3620322112
sipjeng.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360481945
home-and-kind.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3593284296
big-word-store.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3619995958
465d611e-2c7d-45f5-bb18-d38684467081,clvyn8x1617181b0y9tq8qxwu,0.360004449
the-stockplace.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3609090012
simply-sade-jane.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360908585
shopforothers.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3609051802
probioticmaker.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3602889367
howdoesshe.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605449646
bb0075-2.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605040358
yourporcupine.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604599514
luna-nail-wraps.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3599070499
zahava-tel-aviv.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06058398486
janstowelstore.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3598950492
kasel-krafts.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605069051
postum-beverage.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3602230731
rock-ruddle-usa.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3601573584
emily-ley.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3610115572
lo-sons.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3615967284
thenomadik.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360939445
sweets-syrup.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611487852
c-g-test-store.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604790947
the-lola-blanket.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.05888483226
waiting-on-martha.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3623659299
shop-spoiling-me.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605515759
sara-fitz.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3617049879
lisas-passion-for-popcorn.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3609693123
the-pony-pick.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3596121028
dawsonthelabel.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603998203
brennan-candle-co.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3608548559
little-books-nooks.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3598151501
5cfc7d.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603524909
greta-louise.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605573005
matzo-ball.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3598800414
earl-8421.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06113037193
yuda-best.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604759609
wetcloths-com.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605349312
mikunafoods.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604095076
the-monogram-corner-shop.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3611134605
sandiegocoffee.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3605169863
sister-katie.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06063398969
my-skin-routine.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3607289789
picnic-time-brands.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3608020907
opalite.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06048861404
liveby-active.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3619109485
altfragrances.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603184769
047e8fc6-d29f-49c6-9954-d10bbe2620d9,clvyn8x1617181b0y9tq8qxwu,0.3598604783
nakano-knives-usa.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3607612255
abiayres.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3606592016
haand.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604835242
dorseyshop.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.06148968802
beccobags.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.361253895
to-africa-and-beyond.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3600914054
my-super-oil.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603059859
85bfc6bd-69a3-484b-bed8-9fc14933a247,clvyn8x1617181b0y9tq8qxwu,0.3599037832
63d53849-ea3e-449a-a95c-f75045e36e37,clvyn8x1617181b0y9tq8qxwu,0.3603751055
whiskware.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603830476
ivie-lola.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3600351851
chingulis-creations.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603157579
tubby-todd-bath-co.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3601964358
kilte-shop.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.0605078831
justmystic.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604548482
boomboomenergy.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.360804064
blue-white-collar.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3598182173
twenty-five-days-of-christ-4.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3596936848
firefly2019.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3603228552
plumdeluxe.myshopify.com,clvyn8x1617181b0y9tq8qxwu,0.3604267474
